,PV,nonCriticalLoad,criticalLoad
10/12/2015 1530,716.5748614409257,11861.943,3547.0159999999996
10/12/2015 1545,662.6833330417131,11903.721000000001,3530.1369999999997
10/12/2015 1600,602.8811209675507,11645.93,3493.641
10/12/2015 1615,536.942020960492,11679.186,3447.4570000000003
10/12/2015 1630,464.68927296996816,11668.039,3429.398
10/12/2015 1645,386.18243627450477,11731.023,3433.5509999999995
10/12/2015 1700,302.0752763926675,11807.686000000002,3417.319
10/12/2015 1715,214.3002318146708,11944.198,3392.175
10/12/2015 1730,127.39998020948751,11972.913,3408.525
10/12/2015 1745,50.81229538079467,12090.998,3412.755
10/12/2015 1800,-0.1,12207.474,3409.748
10/12/2015 1815,-0.1,12421.94,3463.4700000000003
10/12/2015 1830,-0.1,12571.163,3507.292
10/12/2015 1845,-0.1,12733.396,3541.27
10/12/2015 1900,-0.1,12846.577999999998,3546.298
10/12/2015 1915,-0.1,12891.561000000002,3564.562
10/12/2015 1930,-0.1,12879.043,3572.5130000000004
10/12/2015 1945,-0.1,12841.271999999999,3547.416
10/12/2015 2000,-0.1,12841.059999999998,3536.01
10/12/2015 2015,-0.1,12744.396,3529.6590000000006
10/12/2015 2030,-0.1,12631.058,3508.8199999999997
10/12/2015 2045,-0.1,12459.702000000001,3445.602
10/12/2015 2100,-0.1,12265.059000000001,3396.261
10/12/2015 2115,-0.1,12096.329999999998,3368.6710000000003
10/12/2015 2130,-0.1,11859.127999999999,3288.6949999999997
10/12/2015 2145,-0.1,11622.943,3215.619
10/12/2015 2200,-0.1,11239.086000000001,3089.115
10/12/2015 2215,-0.1,10904.175000000001,3043.978
10/12/2015 2230,-0.1,10529.794999999998,2957.625
10/12/2015 2245,-0.1,10144.380000000001,2892.433
10/12/2015 2300,-0.1,9758.576000000001,2776.996
10/12/2015 2315,-0.1,9356.136,2667.173
10/12/2015 2330,-0.1,9031.329,2562.483
10/12/2015 2345,-0.1,8699.886999999999,2465.196
10/13/2015 0000,-0.1,8724.4,2474.434
10/13/2015 0015,-0.1,8437.13,2385.758
10/13/2015 0030,-0.1,8127.888,2326.112
10/13/2015 0045,-0.1,7908.3279999999995,2254.677
10/13/2015 0100,-0.1,7664.048999999999,2162.892
10/13/2015 0115,-0.1,7444.354,2116.027
10/13/2015 0130,-0.1,7293.893,2068.525
10/13/2015 0145,-0.1,7087.79,2002.755
10/13/2015 0200,-0.1,6919.489,1961.257
10/13/2015 0215,-0.1,6778.243,1924.473
10/13/2015 0230,-0.1,6660.034999999999,1867.5409999999997
10/13/2015 0245,-0.1,6520.548,1839.973
10/13/2015 0300,-0.1,6421.023,1816.1009999999999
10/13/2015 0315,-0.1,6341.119999999999,1794.244
10/13/2015 0330,-0.1,6230.852999999999,1762.488
10/13/2015 0345,-0.1,6162.508,1751.4650000000001
10/13/2015 0400,-0.1,6107.1990000000005,1738.311
10/13/2015 0415,-0.1,6027.01,1716.856
10/13/2015 0430,-0.1,5960.319,1714.859
10/13/2015 0445,-0.1,5933.155000000001,1699.357
10/13/2015 0500,-0.1,5949.327000000001,1713.5680000000002
10/13/2015 0515,-0.1,5911.2300000000005,1715.4309999999998
10/13/2015 0530,-0.1,5970.289999999999,1719.783
10/13/2015 0545,-0.1,6047.549000000001,1732.7459999999999
10/13/2015 0600,-0.1,6114.9529999999995,1812.4360000000001
10/13/2015 0615,-0.1,6235.087999999999,1855.09
10/13/2015 0630,-0.1,6333.744,1892.276
10/13/2015 0645,-0.1,6370.27,1922.1439999999998
10/13/2015 0700,-0.1,6294.265,1918.286
10/13/2015 0715,-0.1,6277.644,1912.208
10/13/2015 0730,-0.1,6194.14,1926.911
10/13/2015 0745,37.99591332064818,6089.86,1930.381
10/13/2015 0800,83.04702992716783,5878.183,1918.9189999999999
10/13/2015 0815,141.15782287589764,5961.392,1960.9319999999998
10/13/2015 0830,208.22046396711633,6083.486,2042.9810000000002
10/13/2015 0845,279.87407042673385,6177.637999999999,2093.218
10/13/2015 0900,352.5243985789332,6308.954000000001,2180.279
10/13/2015 0915,423.6100251293518,6448.388999999999,2246.008
10/13/2015 0930,491.50856650584194,6663.3949999999995,2320.182
10/13/2015 0945,555.3153626493357,6878.370999999999,2371.62
10/13/2015 1000,614.6067748874233,7071.646999999999,2429.772
10/13/2015 1015,669.236751802066,7295.6359999999995,2488.255
10/13/2015 1030,719.1842195147237,7539.466,2583.1949999999997
10/13/2015 1045,764.4537177308066,7789.055,2646.398
10/13/2015 1100,805.0242911087447,8026.174000000001,2680.962
10/13/2015 1115,840.8376927288139,8268.674,2787.6639999999998
10/13/2015 1130,871.814628984098,8583.660999999998,2862.243
10/13/2015 1145,897.8863667177034,8908.358,2934.957
10/13/2015 1200,919.0281261360578,9146.336000000001,2971.689
10/13/2015 1215,935.2807701866908,9390.458,3041.6540000000005
10/13/2015 1230,946.7497072756938,9710.652,3079.835
10/13/2015 1245,953.5763156890522,9931.417,3140.245
10/13/2015 1300,955.888161734243,10147.63,3196.359
10/13/2015 1315,953.7460213214216,10352.743000000002,3223.496
10/13/2015 1330,947.1102244356009,10554.537999999999,3286.312
10/13/2015 1345,935.8413192960533,10835.974,3374.235
10/13/2015 1400,919.73418567346,11093.749000000002,3448.306
10/13/2015 1415,898.5692638965411,11361.276,3488.456
10/13/2015 1430,872.1581054382297,11603.874,3534.2119999999995
10/13/2015 1445,840.3659701008911,11777.283,3562.0299999999997
10/13/2015 1500,803.1063169598995,11966.393,3614.3320000000003
10/13/2015 1515,760.3130182480606,12129.945,3645.447
10/13/2015 1530,711.9024831982331,12249.884999999998,3692.7379999999994
10/13/2015 1545,657.7406292695546,12454.779,3698.911
10/13/2015 1600,597.6310950373398,12752.432999999999,3809.471
10/13/2015 1615,531.3432483113875,12820.599,3798.309
10/13/2015 1630,458.704280565865,12847.582,3777.192
10/13/2015 1645,379.79474259377565,12819.375000000002,3743.612
10/13/2015 1700,295.3248641391706,12850.242,3724.51
10/13/2015 1715,207.36072927244305,12830.672,3639.2309999999998
10/13/2015 1730,120.74283010524455,12625.187000000002,3616.029
10/13/2015 1745,45.46063066123483,12533.319000000001,3543.054
10/13/2015 1800,-0.1,12522.505,3484.6720000000005
10/13/2015 1815,-0.1,12567.795000000002,3467.172
10/13/2015 1830,-0.1,12601.243999999999,3540.348
10/13/2015 1845,-0.1,12677.616000000002,3559.098
10/13/2015 1900,-0.1,12713.462,3565.821
10/13/2015 1915,-0.1,12708.985,3545.96
10/13/2015 1930,-0.1,12696.315999999999,3519.9230000000002
10/13/2015 1945,-0.1,12631.133,3479.4930000000004
10/13/2015 2000,-0.1,12571.355,3439.059
10/13/2015 2015,-0.1,12444.692000000001,3416.126
10/13/2015 2030,-0.1,12295.076000000001,3384.878
10/13/2015 2045,-0.1,12120.855,3328.1989999999996
10/13/2015 2100,-0.1,11905.422000000002,3290.469
10/13/2015 2115,-0.1,11692.385,3225.504
10/13/2015 2130,-0.1,11454.33,3179.556
10/13/2015 2145,-0.1,11118.335000000001,3115.3469999999998
10/13/2015 2200,-0.1,10742.015,2957.915
10/13/2015 2215,-0.1,10393.642,2865.967
10/13/2015 2230,-0.1,10016.842,2756.2419999999997
10/13/2015 2245,-0.1,9672.842,2669.398
10/13/2015 2300,-0.1,9243.952000000001,2556.733
10/13/2015 2315,-0.1,8847.077000000001,2467.764
10/13/2015 2330,-0.1,8447.123,2344.581
10/13/2015 2345,-0.1,8124.838,2283.818
10/14/2015 0000,-0.1,7806.085999999999,2208.798
10/14/2015 0015,-0.1,7489.621999999999,2122.339
10/14/2015 0030,-0.1,7246.119999999999,2040.7740000000001
10/14/2015 0045,-0.1,7003.866,1968.299
10/14/2015 0100,-0.1,6788.355,1915.545
10/14/2015 0115,-0.1,6565.889000000001,1883.7910000000002
10/14/2015 0130,-0.1,6370.135999999999,1816.984
10/14/2015 0145,-0.1,6227.914,1786.324
10/14/2015 0200,-0.1,6089.91,1723.382
10/14/2015 0215,-0.1,5936.184,1675.004
10/14/2015 0230,-0.1,5810.9490000000005,1643.1280000000002
10/14/2015 0245,-0.1,5677.878000000001,1610.058
10/14/2015 0300,-0.1,5597.618,1592.449
10/14/2015 0315,-0.1,5479.686,1573.003
10/14/2015 0330,-0.1,5382.762000000001,1542.949
10/14/2015 0345,-0.1,5316.015999999999,1530.779
10/14/2015 0400,-0.1,5194.543000000001,1501.537
10/14/2015 0415,-0.1,5145.054,1483.084
10/14/2015 0430,-0.1,5072.335,1490.383
10/14/2015 0445,-0.1,5051.1359999999995,1483.562
10/14/2015 0500,-0.1,5051.057999999999,1495.975
10/14/2015 0515,-0.1,5090.000999999999,1503.4989999999998
10/14/2015 0530,-0.1,5105.241,1510.4050000000002
10/14/2015 0545,-0.1,5152.12,1532.166
10/14/2015 0600,-0.1,5255.231,1580.923
10/14/2015 0615,-0.1,5356.723,1634.599
10/14/2015 0630,-0.1,5524.378999999999,1666.658
10/14/2015 0645,-0.1,5566.325,1710.345
10/14/2015 0700,-0.1,5585.156,1738.1100000000001
10/14/2015 0715,-0.1,5559.281999999999,1737.27
10/14/2015 0730,-0.1,5431.880999999999,1712.417
10/14/2015 0745,36.43979478911632,5335.557000000001,1721.9499999999998
10/14/2015 0800,81.10897047484663,5324.63,1758.164
10/14/2015 0815,138.9246018114608,5350.183,1803.2510000000002
10/14/2015 0830,205.7870082742613,5371.8369999999995,1838.5549999999998
10/14/2015 0845,277.3218173928363,5390.565,1859.737
10/14/2015 0900,349.9136779002496,5429.987999999999,1896.8609999999999
10/14/2015 0915,420.9801914447481,5486.682000000001,1919.67
10/14/2015 0930,488.8811777032016,5523.786,1979.382
10/14/2015 0945,552.6982554592164,5577.5380000000005,1996.1180000000002
10/14/2015 1000,611.9981868651051,5691.767,2024.243
10/14/2015 1015,666.6291534418341,5823.616999999999,2089.5260000000003
10/14/2015 1030,716.567688215086,6053.797,2144.916
10/14/2015 1045,761.8187187943695,6225.04,2211.022
10/14/2015 1100,802.3637201825468,6450.794999999999,2280.0389999999998
10/14/2015 1115,838.1480182858912,6647.218999999999,2353.367
10/14/2015 1130,869.0959768811448,6890.704000000001,2416.4030000000002
10/14/2015 1145,895.141438964959,7163.389999999999,2490.995
10/14/2015 1200,916.2599842015147,7474.395999999999,2577.187
10/14/2015 1215,932.4897850710142,7833.444,2683.077
10/14/2015 1230,943.9303809396608,8179.610000000001,2753.477
10/14/2015 1245,950.715053143878,8431.05,2806.8639999999996
10/14/2015 1300,952.9630704561412,8753.718,2880.0640000000003
10/14/2015 1315,950.7291717479926,9043.833,2961.433
10/14/2015 1330,943.9717760644314,9364.275000000001,3038.4170000000004
10/14/2015 1345,932.5540982063195,9582.268,3064.615
10/14/2015 1400,916.2770672205731,9662.063,3072.556
10/14/2015 1415,894.9282019128194,9703.324,3086.6580000000004
10/14/2015 1430,868.3246590211216,9761.532000000001,3088.9190000000003
10/14/2015 1445,836.3340748745006,9865.624999999998,3109.513
10/14/2015 1500,798.8683803840152,9951.631000000001,3101.0550000000003
10/14/2015 1515,755.8562963965076,10202.638,3155.24
10/14/2015 1530,707.2064432279906,10472.114000000001,3185.239
10/14/2015 1545,652.77583473844,10673.152,3192.8019999999997
10/14/2015 1600,592.3601725702548,10789.667999999998,3224.16
10/14/2015 1615,525.7248230016685,10826.153999999999,3209.172
10/14/2015 1630,452.70172872980044,10981.910000000002,3238.0389999999998
10/14/2015 1645,373.3940912971144,10983.666000000001,3266.263
10/14/2015 1700,288.5723948253404,10992.051,3219.379
10/14/2015 1715,200.4452813257318,10990.009,3187.518
10/14/2015 1730,114.16954948728262,10945.652,3157.044
10/14/2015 1745,40.30306473292992,10892.648000000003,3104.343
10/14/2015 1800,-0.1,10936.493,3078.191
10/14/2015 1815,-0.1,10957.492999999999,3098.5209999999997
10/14/2015 1830,-0.1,11088.796999999999,3161.198
10/14/2015 1845,-0.1,11241.860999999997,3200.24
10/14/2015 1900,-0.1,11291.793000000001,3189.526
10/14/2015 1915,-0.1,11335.274999999998,3176.929
10/14/2015 1930,-0.1,11389.827999999998,3159.608
10/14/2015 1945,-0.1,11376.083999999999,3125.91
10/14/2015 2000,-0.1,11226.089,3159.7030000000004
10/14/2015 2015,-0.1,11146.004,3136.0209999999997
10/14/2015 2030,-0.1,11034.948,3080.205
10/14/2015 2045,-0.1,10865.792000000001,3031.256
10/14/2015 2100,-0.1,10715.145,2989.945
10/14/2015 2115,-0.1,10525.919,2914.189
10/14/2015 2130,-0.1,10329.001,2869.364
10/14/2015 2145,-0.1,10113.719000000001,2794.139
10/14/2015 2200,-0.1,9766.660999999998,2708.825
10/14/2015 2215,-0.1,9427.78,2634.756
10/14/2015 2230,-0.1,9087.519,2544.842
10/14/2015 2245,-0.1,8774.746,2452.112
10/14/2015 2300,-0.1,8400.832,2361.803
10/14/2015 2315,-0.1,8079.281000000001,2275.099
10/14/2015 2330,-0.1,7711.365000000001,2189.0660000000003
10/14/2015 2345,-0.1,7442.579,2101.68
10/15/2015 0000,-0.1,7247.880999999999,2045.307
10/15/2015 0015,-0.1,6971.474000000001,1984.152
10/15/2015 0030,-0.1,6697.4,1912.652
10/15/2015 0045,-0.1,6527.957,1865.6529999999998
10/15/2015 0100,-0.1,6284.532000000001,1804.882
10/15/2015 0115,-0.1,6147.009,1771.4270000000001
10/15/2015 0130,-0.1,6028.066999999999,1738.987
10/15/2015 0145,-0.1,5852.459,1703.317
10/15/2015 0200,-0.1,5712.272000000001,1670.3559999999998
10/15/2015 0215,-0.1,5601.127,1627.5819999999999
10/15/2015 0230,-0.1,5507.947,1603.799
10/15/2015 0245,-0.1,5422.027,1574.342
10/15/2015 0300,-0.1,5327.865999999999,1555.385
10/15/2015 0315,-0.1,5249.540999999999,1534.127
10/15/2015 0330,-0.1,5174.769,1499.7959999999998
10/15/2015 0345,-0.1,5105.275,1484.6619999999998
10/15/2015 0400,-0.1,5034.8009999999995,1471.647
10/15/2015 0415,-0.1,5031.327,1477.056
10/15/2015 0430,-0.1,5023.927,1468.0610000000001
10/15/2015 0445,-0.1,4993.647,1472.236
10/15/2015 0500,-0.1,5001.063,1472.524
10/15/2015 0515,-0.1,4999.7210000000005,1493.7240000000002
10/15/2015 0530,-0.1,5080.584000000001,1506.403
10/15/2015 0545,-0.1,5175.726000000001,1531.741
10/15/2015 0600,-0.1,5326.986,1601.513
10/15/2015 0615,-0.1,5434.7880000000005,1664.172
10/15/2015 0630,-0.1,5562.477,1692.1589999999999
10/15/2015 0645,-0.1,5694.667,1754.347
10/15/2015 0700,-0.1,5741.9800000000005,1770.958
10/15/2015 0715,-0.1,5712.3369999999995,1788.671
10/15/2015 0730,-0.1,5594.6449999999995,1774.444
10/15/2015 0745,34.865281352185356,5443.112,1772.112
10/15/2015 0800,79.13510162758595,5305.753999999999,1770.016
10/15/2015 0815,136.6421479414188,5338.672,1788.949
10/15/2015 0830,203.29475268554663,5339.278,1803.841
10/15/2015 0845,274.70456046625833,5314.3769999999995,1822.804
10/15/2015 0900,347.23442233744663,5334.854,1847.875
10/15/2015 0915,418.28026753210065,5388.232999999999,1852.995
10/15/2015 0930,486.1835124765026,5410.764999999999,1890.199
10/15/2015 0945,550.0115742622695,5483.4619999999995,1920.8600000000001
10/15/2015 1000,609.3212625317009,5548.973,1979.032
10/15/2015 1015,663.954749077953,5701.795999999999,2007.1350000000002
10/15/2015 1030,713.8860163042492,5896.960000000001,2088.67
10/15/2015 1045,759.120278437342,6071.421,2151.1730000000002
10/15/2015 1100,799.6413679358743,6288.177,2201.047
10/15/2015 1115,835.3981168594248,6468.239,2257.5609999999997
10/15/2015 1130,866.318474489236,6640.215,2306.8199999999997
10/15/2015 1145,892.3387878234196,6836.217000000001,2367.474
10/15/2015 1200,913.4349486724025,7057.849,2394.093
10/15/2015 1215,929.6424586054113,7274.564,2466.2709999999997
10/15/2015 1230,941.0551156490927,7550.863,2535.908
10/15/2015 1245,947.7983488740181,7774.133999999999,2569.605
10/15/2015 1300,949.9834444911232,7978.174,2642.055
10/15/2015 1315,947.659400886799,8193.787,2727.656
10/15/2015 1330,940.7829106759146,8391.67,2778.509
10/15/2015 1345,929.2198585903619,8543.222,2768.4179999999997
10/15/2015 1400,912.7770313069192,8572.564999999999,2789.118
10/15/2015 1415,891.2486983727157,8679.578,2823.1929999999998
10/15/2015 1430,864.4572555605225,8759.201000000001,2810.363
10/15/2015 1445,832.2723939824901,8811.717,2788.122
10/15/2015 1500,794.6042853166748,8930.831000000002,2826.4970000000003
10/15/2015 1515,751.3763762313746,8948.112,2806.79
10/15/2015 1530,702.4894881790377,8938.391,2778.802
10/15/2015 1545,647.7918388054507,8939.581,2804.255
10/15/2015 1600,587.0714365994193,8686.631,2712.2870000000003
10/15/2015 1615,520.0900907952098,8649.930999999999,2694.245
10/15/2015 1630,446.6853295760169,8614.219000000001,2683.2329999999997
10/15/2015 1645,366.9847487721714,8572.137999999999,2670.245
10/15/2015 1700,281.82309201721955,8615.502,2633.586
10/15/2015 1715,193.56094971308355,8700.851,2617.8669999999997
10/15/2015 1730,107.6903733343447,8674.914,2595.2830000000004
10/15/2015 1745,35.351117710268866,8634.739,2587.935
10/15/2015 1800,-0.1,8723.205,2577.055
10/15/2015 1815,-0.1,8874.026999999998,2594.812
10/15/2015 1830,-0.1,9049.280999999999,2649.001
10/15/2015 1845,-0.1,9218.633,2646.6710000000003
10/15/2015 1900,-0.1,9307.705999999998,2659.808
10/15/2015 1915,-0.1,9360.056999999999,2696.908
10/15/2015 1930,-0.1,9377.09,2691.669
10/15/2015 1945,-0.1,9319.681999999999,2665.782
10/15/2015 2000,-0.1,9286.182,2669.8410000000003
10/15/2015 2015,-0.1,9185.723,2637.2479999999996
10/15/2015 2030,-0.1,9093.292,2613.2200000000003
10/15/2015 2045,-0.1,9053.190999999999,2580.138
10/15/2015 2100,-0.1,8952.064,2534.4590000000003
10/15/2015 2115,-0.1,8810.331,2499.219
10/15/2015 2130,-0.1,8610.08,2457.677
10/15/2015 2145,-0.1,8416.085000000001,2404.677
10/15/2015 2200,-0.1,8208.38,2342.0190000000002
10/15/2015 2215,-0.1,7991.632,2302.855
10/15/2015 2230,-0.1,7730.259999999999,2204.3689999999997
10/15/2015 2245,-0.1,7420.909,2125.745
10/15/2015 2300,-0.1,7124.254999999999,2052.5260000000003
10/15/2015 2315,-0.1,6847.823,1984.3069999999998
10/15/2015 2330,-0.1,6515.534000000001,1898.062
10/15/2015 2345,-0.1,6251.052,1830.387
10/16/2015 0000,-0.1,6238.054,1790.851
10/16/2015 0015,-0.1,5981.842,1740.5639999999999
10/16/2015 0030,-0.1,5771.626,1683.965
10/16/2015 0045,-0.1,5606.546,1635.793
10/16/2015 0100,-0.1,5423.878000000001,1590.603
10/16/2015 0115,-0.1,5253.174999999999,1556.7469999999998
10/16/2015 0130,-0.1,5101.68,1522.724
10/16/2015 0145,-0.1,4968.534,1487.652
10/16/2015 0200,-0.1,4864.016,1440.504
10/16/2015 0215,-0.1,4750.899,1423.308
10/16/2015 0230,-0.1,4664.91,1410.705
10/16/2015 0245,-0.1,4606.354,1382.028
10/16/2015 0300,-0.1,4551.886,1351.53
10/16/2015 0315,-0.1,4483.485,1347.98
10/16/2015 0330,-0.1,4438.327,1329.325
10/16/2015 0345,-0.1,4379.782,1310.922
10/16/2015 0400,-0.1,4344.005,1307.308
10/16/2015 0415,-0.1,4334.612999999999,1308.71
10/16/2015 0430,-0.1,4296.785000000001,1298.188
10/16/2015 0445,-0.1,4293.019,1303.817
10/16/2015 0500,-0.1,4342.005999999999,1302.774
10/16/2015 0515,-0.1,4379.192,1323.924
10/16/2015 0530,-0.1,4422.224,1338.054
10/16/2015 0545,-0.1,4522.106,1359.069
10/16/2015 0600,-0.1,4652.473,1399.067
10/16/2015 0615,-0.1,4795.633,1459.791
10/16/2015 0630,-0.1,4928.731000000001,1509.379
10/16/2015 0645,-0.1,5047.699,1542.016
10/16/2015 0700,-0.1,5126.871999999999,1579.85
10/16/2015 0715,-0.1,5136.847,1596.705
10/16/2015 0730,-0.1,5044.0830000000005,1579.4479999999999
10/16/2015 0745,33.35481596805931,4926.553,1573.604
10/16/2015 0800,77.27018275955287,4745.155,1578.528
10/16/2015 0815,134.5355485069819,4805.181,1598.939
10/16/2015 0830,201.05094072362508,4814.214,1616.24
10/16/2015 0845,272.4031806649251,4840.165,1670.145
10/16/2015 0900,344.92842705956537,4869.766,1694.913
10/16/2015 0915,415.9998715568673,4901.982,1719.7730000000001
10/16/2015 0930,483.9414495690283,4915.923,1734.2330000000002
10/16/2015 0945,547.8081105001007,4981.6269999999995,1736.976
10/16/2015 1000,607.1485980636296,5042.758,1772.885
10/16/2015 1015,661.8007822264568,5088.326,1803.8139999999999
10/16/2015 1030,711.7374858519552,5152.0,1842.076
10/16/2015 1045,756.9652549912641,5216.021999999999,1878.489
10/16/2015 1100,797.471009712222,5283.657000000001,1890.498
10/16/2015 1115,833.207566399322,5365.076999999999,1911.145
10/16/2015 1130,864.1067662402343,5466.162,1943.596
10/16/2015 1145,890.1076840697726,5539.379999999999,1962.527
10/16/2015 1200,911.1867563093019,5630.24,1996.0440000000003
10/16/2015 1215,927.3771357948957,5732.125,2004.554
10/16/2015 1230,938.7673386149536,5859.508,2027.9789999999998
10/16/2015 1245,945.4755217729859,5996.504,2046.9740000000002
10/16/2015 1300,947.6055969480009,6099.651,2079.335
10/16/2015 1315,945.2013197702599,6249.469000000001,2117.447
10/16/2015 1330,938.2179189509294,6370.625,2141.468
10/16/2015 1345,926.5239116935685,6469.1,2166.214
10/16/2015 1400,909.9316296547823,6601.197,2207.895
10/16/2015 1415,888.2416156300407,6714.776000000001,2226.965
10/16/2015 1430,861.2810002654369,6888.655,2249.359
10/16/2015 1445,828.9210949886692,7058.166,2259.728
10/16/2015 1500,791.0699694159828,7165.272999999999,2287.995
10/16/2015 1515,747.6454935059866,7197.067,2300.9750000000004
10/16/2015 1530,698.5403121296771,7235.6720000000005,2282.6589999999997
10/16/2015 1545,643.5932163799596,7284.192999999999,2266.55
10/16/2015 1600,582.5833916680381,7402.508999999999,2299.7960000000003
10/16/2015 1615,515.2671309256976,7422.893,2300.094
10/16/2015 1630,441.4843423004544,7398.206,2293.2960000000003
10/16/2015 1645,361.3821173956152,7343.846,2298.26
10/16/2015 1700,275.85268472744826,7346.226000000001,2276.9179999999997
10/16/2015 1715,187.40093419722825,7326.722000000001,2265.1130000000003
10/16/2015 1730,101.84877313321637,7349.316000000001,2256.953
10/16/2015 1745,30.909358073848622,7458.340999999999,2256.9030000000002
10/16/2015 1800,-0.1,7572.96,2256.885
10/16/2015 1815,-0.1,7671.686,2297.133
10/16/2015 1830,-0.1,7833.4,2316.34
10/16/2015 1845,-0.1,7926.195,2360.096
10/16/2015 1900,-0.1,8012.321000000002,2364.3630000000003
10/16/2015 1915,-0.1,8018.45,2368.249
10/16/2015 1930,-0.1,8031.7040000000015,2366.7960000000003
10/16/2015 1945,-0.1,8001.132,2359.279
10/16/2015 2000,-0.1,7994.540999999999,2337.792
10/16/2015 2015,-0.1,7976.803000000001,2317.617
10/16/2015 2030,-0.1,7945.174999999999,2302.3920000000003
10/16/2015 2045,-0.1,7889.812,2286.496
10/16/2015 2100,-0.1,7784.826,2242.614
10/16/2015 2115,-0.1,7737.023999999999,2221.929
10/16/2015 2130,-0.1,7673.982000000001,2214.636
10/16/2015 2145,-0.1,7576.827,2173.836
10/16/2015 2200,-0.1,7420.955000000001,2138.399
10/16/2015 2215,-0.1,7250.437,2099.48
10/16/2015 2230,-0.1,7106.433999999999,2054.863
10/16/2015 2245,-0.1,6923.4259999999995,2014.1680000000001
10/16/2015 2300,-0.1,6744.508,1970.596
10/16/2015 2315,-0.1,6508.201000000001,1913.741
10/16/2015 2330,-0.1,6263.147,1846.577
10/16/2015 2345,-0.1,6087.048,1798.99
10/17/2015 0000,-0.1,5912.682,1723.223
10/17/2015 0015,-0.1,5703.311,1673.277
10/17/2015 0030,-0.1,5541.393000000001,1623.339
10/17/2015 0045,-0.1,5389.382,1580.5900000000001
10/17/2015 0100,-0.1,5205.588,1534.444
10/17/2015 0115,-0.1,5086.423000000001,1496.827
10/17/2015 0130,-0.1,4939.707,1460.5710000000001
10/17/2015 0145,-0.1,4830.986,1426.995
10/17/2015 0200,-0.1,4723.886000000001,1403.085
10/17/2015 0215,-0.1,4615.661,1384.531
10/17/2015 0230,-0.1,4530.985999999999,1352.865
10/17/2015 0245,-0.1,4446.346,1334.6970000000001
10/17/2015 0300,-0.1,4382.09,1316.2269999999999
10/17/2015 0315,-0.1,4318.7789999999995,1285.735
10/17/2015 0330,-0.1,4256.723,1268.0439999999999
10/17/2015 0345,-0.1,4194.658,1263.8319999999999
10/17/2015 0400,-0.1,4137.5470000000005,1250.4180000000001
10/17/2015 0415,-0.1,4109.384,1249.342
10/17/2015 0430,-0.1,4067.197,1228.91
10/17/2015 0445,-0.1,4038.791,1236.3020000000001
10/17/2015 0500,-0.1,4024.076,1222.3
10/17/2015 0515,-0.1,4016.6669999999995,1219.1860000000001
10/17/2015 0530,-0.1,4006.7690000000002,1232.103
10/17/2015 0545,-0.1,4036.2400000000007,1236.319
10/17/2015 0600,-0.1,4053.4770000000008,1234.591
10/17/2015 0615,-0.1,4085.4799999999996,1242.8829999999998
10/17/2015 0630,-0.1,4131.519,1265.786
10/17/2015 0645,-0.1,4194.4,1280.0859999999998
10/17/2015 0700,-0.1,4227.121,1277.8600000000001
10/17/2015 0715,-0.1,4340.294,1297.621
10/17/2015 0730,-0.1,4460.268999999999,1323.604
10/17/2015 0745,31.912400363526626,4564.053,1352.99
10/17/2015 0800,75.51901958789195,4549.6939999999995,1411.9050000000002
10/17/2015 0815,132.61051669204844,4656.1810000000005,1457.746
10/17/2015 0830,199.0624560408492,4796.569,1479.739
10/17/2015 0845,270.4257360612886,4904.9929999999995,1554.7870000000003
10/17/2015 0900,343.00476196622645,5065.367,1606.166
10/17/2015 0915,414.14886694031094,5198.311,1669.3529999999998
10/17/2015 0930,482.16543404732033,5344.159,1704.3600000000001
10/17/2015 0945,546.0987118992058,5450.839000000001,1754.4879999999998
10/17/2015 1000,605.4913055146766,5581.644999999999,1791.516
10/17/2015 1015,660.178530990379,5741.679999999999,1877.152
10/17/2015 1030,710.1334789487717,5947.103999999999,1926.268
10/17/2015 1045,755.365104087589,6067.934,1976.877
10/17/2015 1100,795.8641715243925,6198.412,2036.556
10/17/2015 1115,831.5879834848366,6425.48,2068.9840000000004
10/17/2015 1130,862.4725991558562,6567.615000000001,2125.0370000000003
10/17/2015 1145,888.4600606716353,6702.410999999999,2193.941
10/17/2015 1200,909.5275917456534,6859.410000000001,2214.883
10/17/2015 1215,925.7063210434892,7043.532999999999,2245.1189999999997
10/17/2015 1230,937.0799342879493,7259.150000000001,2289.9840000000004
10/17/2015 1245,943.7598786516763,7387.728000000001,2331.272
10/17/2015 1300,945.843275577827,7615.909,2344.3239999999996
10/17/2015 1315,943.3691131214186,7746.1849999999995,2377.974
10/17/2015 1330,936.2914038952524,7900.708,2439.684
10/17/2015 1345,924.4812592553209,8017.9220000000005,2442.758
10/17/2015 1400,907.7562592222695,8221.786999999998,2514.089
10/17/2015 1415,885.9227710437854,8430.901,2538.2870000000003
10/17/2015 1430,858.8121876509381,8600.975,2574.709
10/17/2015 1445,826.2970310662748,8788.289999999999,2595.3590000000004
10/17/2015 1500,788.2829365626278,8888.932,2628.7
10/17/2015 1515,744.6818845995367,8997.014,2623.4620000000004
10/17/2015 1530,695.3779259456056,9035.175,2630.559
10/17/2015 1545,640.1997108497361,9023.478,2657.111
10/17/2015 1600,578.9163179041451,9286.821,2674.0209999999997
10/17/2015 1615,511.27629468724285,9297.969,2660.397
10/17/2015 1630,437.11825509051215,9244.582,2647.411
