,PV,nonCriticalLoad,criticalLoad
06/12/2015 0400,-0.1,3302.9980000000005,962.654
06/12/2015 0415,-0.1,3275.87,949.827
06/12/2015 0430,-0.1,3283.4719999999998,950.353
06/12/2015 0445,-0.1,3292.909,959.6199999999999
06/12/2015 0500,-0.1,3335.334,968.084
06/12/2015 0515,-0.1,3390.5250000000005,981.1460000000001
06/12/2015 0530,-0.1,3444.023,989.6429999999999
06/12/2015 0545,-0.1,3498.388,1001.229
06/12/2015 0600,-0.1,3577.444,1041.8049999999998
06/12/2015 0615,-0.1,3663.604,1066.906
06/12/2015 0630,16.073057822707447,3744.2189999999996,1098.6930000000002
06/12/2015 0645,27.136452476186324,3804.437,1124.7600000000002
06/12/2015 0700,37.55510606967049,3893.2400000000002,1149.393
06/12/2015 0715,60.55398946915182,3998.129000000001,1181.457
06/12/2015 0730,97.77190149273999,4050.681,1212.0120000000002
06/12/2015 0745,147.740257105922,4087.205,1231.325
06/12/2015 0800,207.23379314667642,4121.192,1274.315
06/12/2015 0815,272.62592479886683,4157.244,1316.2
06/12/2015 0830,340.6701688160302,4176.714,1348.005
06/12/2015 0845,408.82594645806785,4200.695,1359.1529999999998
06/12/2015 0900,475.3091630903015,4242.4220000000005,1380.141
06/12/2015 0915,539.0000546492729,4290.024999999999,1409.609
06/12/2015 0930,599.2906063078283,4325.402,1436.522
06/12/2015 0945,655.919623608,4341.643,1453.031
06/12/2015 1000,708.8223489094291,4383.9839999999995,1468.6480000000001
06/12/2015 1015,758.0088186454767,4451.061,1482.4660000000001
06/12/2015 1030,803.4773180429905,4481.569,1505.3899999999999
06/12/2015 1045,845.1642957982673,4473.85,1517.56
06/12/2015 1100,882.9289440079388,4527.156999999999,1521.881
06/12/2015 1115,916.5684481215513,4562.039,1556.7690000000002
06/12/2015 1130,945.8582961715513,4585.7390000000005,1564.902
06/12/2015 1145,970.6107749616375,4611.358,1588.63
06/12/2015 1200,990.7431457140091,4612.828,1578.045
06/12/2015 1215,1006.3438252066865,4628.892,1596.9319999999998
06/12/2015 1230,1017.7173199993063,4682.162,1611.6659999999997
06/12/2015 1245,1025.3697147379814,4700.847000000001,1623.674
06/12/2015 1300,1029.860830391452,4737.736,1631.585
06/12/2015 1315,1031.479004589783,4819.448,1635.51
06/12/2015 1330,1030.1265340243774,4879.96,1641.719
06/12/2015 1345,1025.817456866883,4927.828,1661.781
06/12/2015 1400,1018.5666380964785,4981.0070000000005,1676.165
06/12/2015 1415,1007.9713975880344,5071.416,1672.286
06/12/2015 1430,993.4402306617252,5153.629,1702.3270000000002
06/12/2015 1445,974.4871492284403,5222.72,1707.32
06/12/2015 1500,950.8400405742372,5317.057,1736.8110000000001
06/12/2015 1515,922.4350996898678,5397.7789999999995,1746.009
06/12/2015 1530,889.363487060257,5512.794,1772.975
06/12/2015 1545,851.8030518358702,5661.771,1797.607
06/12/2015 1600,809.9523515749303,5473.3510000000015,1686.173
06/12/2015 1615,763.9780311041135,5644.685,1737.731
06/12/2015 1630,713.9840915153527,5749.37,1732.581
06/12/2015 1645,660.0102882487098,5853.4890000000005,1748.196
06/12/2015 1700,602.0656514720862,5942.259000000001,1760.844
06/12/2015 1715,540.2015197313624,5998.874,1742.6689999999999
06/12/2015 1730,474.6260730291818,6070.946,1729.089
06/12/2015 1745,405.85814235201366,6089.235000000001,1742.912
06/12/2015 1800,334.9106859819678,6132.004,1720.833
06/12/2015 1815,263.48066649070375,6129.3910000000005,1714.263
06/12/2015 1830,194.09572058419687,6104.499,1704.71
06/12/2015 1845,130.11841482022007,6101.4490000000005,1688.603
06/12/2015 1900,75.42441405684346,6018.367,1671.8400000000001
06/12/2015 1915,33.48054068791375,6022.356000000001,1653.4589999999998
06/12/2015 1930,-0.1,6048.036999999999,1652.9450000000002
06/12/2015 1945,-0.1,6058.699,1648.48
06/12/2015 2000,-0.1,6154.995,1667.9189999999999
06/12/2015 2015,-0.1,6271.698,1706.5880000000002
06/12/2015 2030,-0.1,6376.353,1722.333
06/12/2015 2045,-0.1,6390.83,1717.7420000000002
06/12/2015 2100,-0.1,6390.611,1700.7109999999998
06/12/2015 2115,-0.1,6366.749000000001,1683.768
06/12/2015 2130,-0.1,6307.8,1658.5769999999998
06/12/2015 2145,-0.1,6234.256999999999,1637.537
06/12/2015 2200,-0.1,6114.0470000000005,1604.3979999999997
06/12/2015 2215,-0.1,5979.178,1576.7469999999998
06/12/2015 2230,-0.1,5822.4259999999995,1548.2379999999998
06/12/2015 2245,-0.1,5649.887000000001,1518.7930000000001
06/12/2015 2300,-0.1,5475.477,1463.245
06/12/2015 2315,-0.1,5282.297,1424.966
06/12/2015 2330,-0.1,5092.87,1370.297
06/12/2015 2345,-0.1,4918.792,1331.1439999999998
06/13/2015 0000,-0.1,4748.6939999999995,1311.399
06/13/2015 0015,-0.1,4562.798,1260.549
06/13/2015 0030,-0.1,4404.516,1223.54
06/13/2015 0045,-0.1,4553.886999999999,1339.324
06/13/2015 0100,-0.1,4398.142,1299.0500000000002
06/13/2015 0115,-0.1,4240.002,1255.283
06/13/2015 0130,-0.1,4126.575000000001,1231.517
06/13/2015 0145,-0.1,4012.1100000000006,1204.9769999999999
06/13/2015 0200,-0.1,3910.196,1185.2040000000002
06/13/2015 0215,-0.1,3834.6169999999993,1161.804
06/13/2015 0230,-0.1,3782.2659999999996,1129.222
06/13/2015 0245,-0.1,3699.832,1114.9830000000002
06/13/2015 0300,-0.1,3638.984,1099.268
06/13/2015 0315,-0.1,3577.843,1078.273
06/13/2015 0330,-0.1,3490.3239999999996,1049.192
06/13/2015 0345,-0.1,3480.9210000000003,1054.42
06/13/2015 0400,-0.1,3435.1620000000003,1044.088
06/13/2015 0415,-0.1,3412.563,1029.587
06/13/2015 0430,-0.1,3393.834,1027.81
06/13/2015 0445,-0.1,3399.1690000000003,1021.4560000000001
06/13/2015 0500,-0.1,3405.306,1027.7549999999999
06/13/2015 0515,-0.1,3403.032,1024.325
06/13/2015 0530,-0.1,3433.7619999999997,1026.132
06/13/2015 0545,-0.1,3433.1189999999997,1033.292
06/13/2015 0600,-0.1,3474.557,1045.77
06/13/2015 0615,-0.1,3504.5840000000003,1058.571
06/13/2015 0630,16.026625862677754,3544.3379999999997,1084.383
06/13/2015 0645,27.07306122773789,3606.847,1088.435
06/13/2015 0700,37.39507236670462,3695.259,1112.658
06/13/2015 0715,60.25091859665383,3786.255,1135.462
06/13/2015 0730,97.3271616410583,3885.2700000000004,1161.428
06/13/2015 0745,147.17376142459568,3994.034,1204.074
06/13/2015 0800,206.574550562514,4087.6560000000004,1246.926
06/13/2015 0815,271.9042189747351,4192.406,1297.513
06/13/2015 0830,339.9128773503382,4314.223,1332.32
06/13/2015 0845,408.05441571811514,4412.4929999999995,1365.946
06/13/2015 0900,474.5388003275018,4503.201999999999,1416.861
06/13/2015 0915,538.2409647282205,4568.652,1451.3519999999999
06/13/2015 0930,598.5487853215741,4640.539,1477.973
06/13/2015 0945,655.1983640592797,4734.79,1490.444
06/13/2015 1000,708.1236146820456,4809.150000000001,1532.913
06/13/2015 1015,757.3344241503213,4872.674,1563.0259999999998
06/13/2015 1030,802.8298036147728,4927.955000000001,1573.859
06/13/2015 1045,844.5474367967394,4969.786,1592.816
06/13/2015 1100,882.347867424002,5034.035,1611.4
06/13/2015 1115,916.0293596151823,5067.2919999999995,1616.1329999999998
06/13/2015 1130,945.3678433277865,5046.097,1606.622
06/13/2015 1145,970.1750909803708,5038.982,1629.759
06/13/2015 1200,990.3666376245608,5062.012,1620.5500000000002
06/13/2015 1215,1006.0278130817184,5086.693,1627.9940000000001
06/13/2015 1230,1017.458777241535,5102.813,1615.866
06/13/2015 1245,1025.1608839878081,5101.838,1614.851
06/13/2015 1300,1029.6920421727373,5077.541,1623.605
06/13/2015 1315,1031.3476523997792,5109.401,1592.078
06/13/2015 1330,1030.040325510744,5094.664000000001,1581.543
06/13/2015 1345,1025.7792053013118,5104.226999999999,1605.6950000000002
06/13/2015 1400,1018.5764034219198,5114.032,1611.781
06/13/2015 1415,1008.0349310637095,5110.017,1604.4429999999998
06/13/2015 1430,993.5666925904547,5150.518,1615.007
06/13/2015 1445,974.6853814254334,5220.542,1626.786
06/13/2015 1500,951.1167942137881,5230.157,1638.902
06/13/2015 1515,922.7947304934224,5261.055000000001,1644.9850000000001
06/13/2015 1530,889.8084224336217,5339.343,1665.192
06/13/2015 1545,852.334592179207,5440.977000000001,1678.31
06/13/2015 1600,810.5715267828857,5501.518999999999,1697.3000000000002
06/13/2015 1615,764.6863051587746,5586.293,1716.8939999999998
06/13/2015 1630,714.7837378816533,5685.045999999999,1723.578
06/13/2015 1645,660.9042722708402,5765.003,1744.6459999999997
06/13/2015 1700,603.056867633078,5875.811,1765.2849999999999
06/13/2015 1715,541.2912513273293,5921.392000000001,1772.007
06/13/2015 1730,475.8115819425046,5963.861,1788.37
06/13/2015 1745,407.1293795608785,6025.119,1785.9769999999999
06/13/2015 1800,336.24628430892403,6051.641,1788.841
06/13/2015 1815,264.84372861287903,6073.819,1794.299
06/13/2015 1830,195.4306304297847,6069.883,1779.263
06/13/2015 1845,131.35128356080904,6046.57,1780.017
06/13/2015 1900,76.4720127223262,6044.519,1776.499
06/13/2015 1915,34.27389688383567,6036.897,1785.78
06/13/2015 1930,-0.1,6081.861,1791.2479999999998
06/13/2015 1945,-0.1,6145.713,1834.892
06/13/2015 2000,-0.1,6267.440999999999,1848.315
06/13/2015 2015,-0.1,6401.985999999999,1863.6019999999999
06/13/2015 2030,-0.1,6530.760000000001,1886.085
06/13/2015 2045,-0.1,6522.931,1883.891
06/13/2015 2100,-0.1,6460.419,1868.3229999999999
06/13/2015 2115,-0.1,6430.803,1854.272
06/13/2015 2130,-0.1,6370.614,1834.8400000000001
06/13/2015 2145,-0.1,6295.2029999999995,1804.4569999999999
06/13/2015 2200,-0.1,6175.676,1785.0539999999999
06/13/2015 2215,-0.1,6068.571,1744.333
06/13/2015 2230,-0.1,5945.0380000000005,1706.7980000000002
06/13/2015 2245,-0.1,5808.364,1658.189
06/13/2015 2300,-0.1,5641.9980000000005,1622.7330000000002
06/13/2015 2315,-0.1,5463.245,1586.9569999999999
06/13/2015 2330,-0.1,5274.305999999999,1531.078
06/13/2015 2345,-0.1,5125.194,1463.9519999999998
06/14/2015 0000,-0.1,4764.875999999999,1333.594
06/14/2015 0015,-0.1,4604.593,1281.7350000000001
06/14/2015 0030,-0.1,4454.605,1251.115
06/14/2015 0045,-0.1,4305.202,1216.913
06/14/2015 0100,-0.1,4155.246,1171.688
06/14/2015 0115,-0.1,4018.503,1141.226
06/14/2015 0130,-0.1,3908.0219999999995,1119.698
06/14/2015 0145,-0.1,3819.4069999999997,1087.536
06/14/2015 0200,-0.1,3726.0460000000003,1065.184
06/14/2015 0215,-0.1,3645.4869999999996,1047.21
06/14/2015 0230,-0.1,3557.7340000000004,1024.911
06/14/2015 0245,-0.1,3501.2200000000003,1005.4760000000001
06/14/2015 0300,-0.1,3442.1679999999997,990.375
06/14/2015 0315,-0.1,3385.0969999999998,967.442
06/14/2015 0330,-0.1,3338.913,956.564
06/14/2015 0345,-0.1,3299.3759999999997,939.696
06/14/2015 0400,-0.1,3267.231,933.6320000000001
06/14/2015 0415,-0.1,3243.098,936.533
06/14/2015 0430,-0.1,3217.074,928.043
06/14/2015 0445,-0.1,3194.06,924.798
06/14/2015 0500,-0.1,3196.839,923.7149999999999
06/14/2015 0515,-0.1,3190.247,926.305
06/14/2015 0530,-0.1,3204.849,921.038
06/14/2015 0545,-0.1,3212.5829999999996,921.339
06/14/2015 0600,-0.1,3241.033,916.024
06/14/2015 0615,-0.1,3269.421,919.2320000000001
06/14/2015 0630,15.961423196637455,3305.614,927.806
06/14/2015 0645,26.99680049760858,3365.2110000000002,948.6990000000001
06/14/2015 0700,37.22036786808895,3432.054,984.8919999999999
06/14/2015 0715,59.92438863115098,3510.7090000000003,1010.288
06/14/2015 0730,96.85084678502334,3623.178,1039.371
06/14/2015 0745,146.57034180426697,3731.921,1062.405
06/14/2015 0800,205.8762265521467,3776.599,1077.799
06/14/2015 0815,271.14400079006913,3909.1800000000003,1095.3159999999998
06/14/2015 0830,339.1196050032511,4001.977,1132.306
06/14/2015 0845,407.2506507447079,4108.709,1177.6930000000002
06/14/2015 0900,473.7405649582603,4242.343,1211.096
06/14/2015 0915,537.4585552723305,4325.971000000001,1234.937
06/14/2015 0930,597.7881245335776,4402.475,1266.868
06/14/2015 0945,654.462528774362,4484.663,1278.226
06/14/2015 1000,707.4142934171799,4600.101000000001,1314.7240000000002
06/14/2015 1015,756.6531428887075,4664.0470000000005,1342.255
06/14/2015 1030,802.1788190179942,4682.984,1367.827
06/14/2015 1045,843.9302425742007,4728.054,1378.444
06/14/2015 1100,881.769296139508,4773.014,1392.9679999999998
06/14/2015 1115,915.4952910745719,4802.052,1418.4410000000003
06/14/2015 1130,944.8845534152562,4852.704,1434.0549999999998
06/14/2015 1145,969.7482935552518,4891.758,1456.563
06/14/2015 1200,990.0002936511539,4968.12,1465.8340000000003
06/14/2015 1215,1005.7228268943351,5052.847,1487.784
06/14/2015 1230,1017.2118461955808,5145.961,1506.0529999999999
06/14/2015 1245,1024.9642705261194,5229.974999999999,1536.6399999999999
06/14/2015 1300,1029.5364287366608,5346.921,1554.933
06/14/2015 1315,1031.2304928941587,5446.4,1564.865
06/14/2015 1330,1029.9684371652913,5545.911,1596.252
06/14/2015 1345,1025.755003245087,5681.577999999999,1639.449
06/14/2015 1400,1018.600384106203,5813.031000000001,1662.0610000000001
06/14/2015 1415,1008.1131783790767,6004.530000000001,1706.749
06/14/2015 1430,993.7083397929874,6169.513999999999,1736.556
06/14/2015 1445,974.8989764862442,6328.140999999999,1768.201
06/14/2015 1500,951.4086484507959,6508.877,1810.536
06/14/2015 1515,923.1687006707641,6714.942,1844.74
06/14/2015 1530,890.2664311493987,6873.1849999999995,1895.1080000000002
06/14/2015 1545,852.8774564233549,7040.501,1920.821
06/14/2015 1600,811.1998224814557,7094.804000000001,1956.703
06/14/2015 1615,765.4010666093103,7235.908,1994.308
06/14/2015 1630,715.5868208513359,7323.435,2012.571
06/14/2015 1645,661.7982240254136,7401.691999999999,2023.7379999999998
06/14/2015 1700,604.0441600820344,7485.771000000001,2034.3870000000002
06/14/2015 1715,542.3727547696789,7593.4929999999995,2049.288
06/14/2015 1730,476.98419848287483,7642.914999999999,2059.607
06/14/2015 1745,408.3828387814524,7668.503000000001,2038.4589999999998
06/14/2015 1800,337.55927270087966,7679.042000000001,2043.2269999999999
06/14/2015 1815,266.1798671573404,7636.638,2039.476
06/14/2015 1830,196.7355058244195,7598.141,2031.118
06/14/2015 1845,132.5530644247218,7570.728000000001,2023.544
06/14/2015 1900,77.49031678127159,7501.034,2015.3619999999999
06/14/2015 1915,35.04282753455863,7466.304,2019.638
06/14/2015 1930,-0.1,7383.494,2011.1970000000001
06/14/2015 1945,-0.1,7281.184,1972.505
06/14/2015 2000,-0.1,7297.4619999999995,1996.0480000000002
06/14/2015 2015,-0.1,7365.929999999999,1996.0320000000002
06/14/2015 2030,-0.1,7396.461,2018.595
06/14/2015 2045,-0.1,7368.505999999999,2012.946
06/14/2015 2100,-0.1,7322.209,1981.076
06/14/2015 2115,-0.1,7201.999,1949.412
06/14/2015 2130,-0.1,7043.058,1893.568
06/14/2015 2145,-0.1,6866.267000000002,1840.385
06/14/2015 2200,-0.1,6642.577000000001,1815.576
06/14/2015 2215,-0.1,6424.673000000001,1751.345
06/14/2015 2230,-0.1,6219.764,1688.101
06/14/2015 2245,-0.1,5998.362,1622.81
06/14/2015 2300,-0.1,5708.9929999999995,1566.598
06/14/2015 2315,-0.1,5468.0779999999995,1504.1879999999999
06/14/2015 2330,-0.1,5201.3460000000005,1438.4299999999998
06/14/2015 2345,-0.1,4961.858,1383.514
06/15/2015 0000,-0.1,4769.57,1318.319
06/15/2015 0015,-0.1,4565.7970000000005,1259.7040000000002
06/15/2015 0030,-0.1,4390.236,1212.369
06/15/2015 0045,-0.1,4233.535000000001,1178.071
06/15/2015 0100,-0.1,4078.1700000000005,1141.9180000000001
06/15/2015 0115,-0.1,3957.632,1103.998
06/15/2015 0130,-0.1,3846.8510000000006,1077.151
06/15/2015 0145,-0.1,3745.6709999999994,1060.214
06/15/2015 0200,-0.1,3657.1929999999998,1030.205
06/15/2015 0215,-0.1,3577.642,1016.946
06/15/2015 0230,-0.1,3496.023,991.663
06/15/2015 0245,-0.1,3423.26,976.6500000000001
06/15/2015 0300,-0.1,3375.8630000000003,960.963
06/15/2015 0315,-0.1,3320.4970000000003,946.484
06/15/2015 0330,-0.1,3301.6360000000004,940.757
06/15/2015 0345,-0.1,3264.782,928.6880000000001
06/15/2015 0400,-0.1,3246.4669999999996,922.048
06/15/2015 0415,-0.1,3240.701,922.654
06/15/2015 0430,-0.1,3240.393,929.973
06/15/2015 0445,-0.1,3239.727,928.457
06/15/2015 0500,-0.1,3266.8149999999996,936.074
06/15/2015 0515,-0.1,3325.908,947.36
06/15/2015 0530,-0.1,3365.836,968.4839999999999
06/15/2015 0545,-0.1,3418.314,973.772
06/15/2015 0600,-0.1,3520.9410000000003,992.048
06/15/2015 0615,-0.1,3618.4940000000006,1019.9549999999999
06/15/2015 0630,15.877820633434077,3697.6339999999996,1050.327
06/15/2015 0645,26.907938293965763,3720.897,1075.387
06/15/2015 0700,37.03177211101718,3785.1229999999996,1104.384
06/15/2015 0715,59.575589732305694,3833.7,1146.276
06/15/2015 0730,96.34450621972844,3896.376,1158.3629999999998
06/15/2015 0745,145.93181849887398,3891.3599999999997,1187.801
06/15/2015 0800,205.14081895707878,3989.2219999999998,1256.029
06/15/2015 0815,270.34736291487746,3997.6570000000006,1280.69
06/15/2015 0830,338.2924734372927,4019.4179999999997,1301.4089999999999
06/15/2015 0845,406.41675431318004,4062.781,1316.973
06/15/2015 0900,472.9165091225034,4135.848,1367.193
06/15/2015 0915,536.6548089003193,4178.728,1397.71
06/15/2015 0930,597.0105273739898,4237.859,1424.228
06/15/2015 0945,653.7139379273334,4276.634,1461.977
06/15/2015 1000,706.6961205025127,4367.217,1500.036
06/15/2015 1015,755.9666241282542,4445.399,1516.4990000000003
06/15/2015 1030,801.5259246906938,4550.832,1546.795
06/15/2015 1045,843.314179916511,4639.175,1581.781
06/15/2015 1100,881.1945963777166,4734.719,1617.111
06/15/2015 1115,914.9674999185528,4863.993,1645.994
06/15/2015 1130,944.4095666989555,4977.320000000001,1678.002
06/15/2015 1145,969.3313989254148,5070.086,1710.9209999999998
06/15/2015 1200,989.6450020747079,5292.204,1766.8310000000001
06/15/2015 1215,1005.4296265532442,5426.152999999999,1806.975
06/15/2015 1230,1016.9771595798223,5589.713,1852.656
06/15/2015 1245,1024.7803761348075,5770.098,1895.733
06/15/2015 1300,1029.3943480066546,5956.379,1944.23
06/15/2015 1315,1031.1277588882147,6168.732999999999,2006.507
06/15/2015 1330,1029.9110557904323,6351.659,2036.723
06/15/2015 1345,1025.7449930496766,6539.607,2072.763
06/15/2015 1400,1018.6386382800617,6728.7880000000005,2131.1879999999996
06/15/2015 1415,1008.206095620859,6949.012000000001,2162.7889999999998
06/15/2015 1430,993.865017919451,7159.8,2210.9939999999997
06/15/2015 1445,975.1276631067192,7344.638,2239.638
06/15/2015 1500,951.715210215808,7581.671,2296.5299999999997
06/15/2015 1515,923.5564929305194,7731.375999999999,2347.399
06/15/2015 1530,890.736871504572,7920.9439999999995,2362.9300000000003
06/15/2015 1545,853.4308798443578,8099.290000000001,2408.7169999999996
06/15/2015 1600,811.8363529822592,8282.555,2453.7389999999996
06/15/2015 1615,766.1213106742463,8441.059,2471.887
06/15/2015 1630,716.3922178004383,8645.345,2495.24
06/15/2015 1645,662.6909037438144,8798.92,2501.594
06/15/2015 1700,605.0261727983575,8987.292,2513.353
06/15/2015 1715,543.4445603707946,9108.037,2511.1800000000003
06/15/2015 1730,478.14234574993975,9215.579000000002,2523.929
06/15/2015 1745,409.61684890058604,9322.081999999999,2498.619
06/15/2015 1800,338.84790811441553,9386.767000000002,2487.766
06/15/2015 1815,267.48730099517684,9407.802,2479.086
06/15/2015 1830,198.00857369153135,9383.642999999998,2489.138
06/15/2015 1845,133.72204905948837,9305.1,2448.683
06/15/2015 1900,78.47774397917124,9195.315,2403.726
06/15/2015 1915,35.785926074033135,9046.037,2366.643
06/15/2015 1930,-0.1,8926.635,2321.349
06/15/2015 1945,-0.1,8821.57,2269.139
06/15/2015 2000,-0.1,8804.553,2265.594
06/15/2015 2015,-0.1,8813.895999999999,2271.406
06/15/2015 2030,-0.1,8842.630000000001,2281.51
06/15/2015 2045,-0.1,8780.840999999999,2263.0550000000003
06/15/2015 2100,-0.1,8712.421,2235.135
06/15/2015 2115,-0.1,8587.211,2170.191
06/15/2015 2130,-0.1,8415.057,2126.0159999999996
06/15/2015 2145,-0.1,8211.527,2095.379
06/15/2015 2200,-0.1,7915.652,2022.537
06/15/2015 2215,-0.1,7626.713,1933.0010000000002
06/15/2015 2230,-0.1,7296.377,1859.747
06/15/2015 2245,-0.1,6992.554,1808.9560000000001
06/15/2015 2300,-0.1,6645.389,1709.245
06/15/2015 2315,-0.1,6287.52,1638.614
06/15/2015 2330,-0.1,5961.232,1568.3429999999998
06/15/2015 2345,-0.1,5685.9310000000005,1505.302
06/16/2015 0000,-0.1,5383.918,1436.2939999999999
06/16/2015 0015,-0.1,5114.722,1373.5120000000002
06/16/2015 0030,-0.1,4916.592000000001,1321.676
06/16/2015 0045,-0.1,4707.478,1269.815
06/16/2015 0100,-0.1,4523.225,1238.0140000000001
06/16/2015 0115,-0.1,4362.268,1188.612
06/16/2015 0130,-0.1,4214.628000000001,1159.905
06/16/2015 0145,-0.1,4079.6040000000003,1124.159
06/16/2015 0200,-0.1,3969.1270000000004,1105.79
06/16/2015 0215,-0.1,3880.3360000000002,1076.732
06/16/2015 0230,-0.1,3788.8990000000003,1048.647
06/16/2015 0245,-0.1,3713.6180000000004,1039.319
06/16/2015 0300,-0.1,3639.518,1023.082
06/16/2015 0315,-0.1,3577.9880000000003,1003.698
06/16/2015 0330,-0.1,3524.695,986.697
06/16/2015 0345,-0.1,3482.131,976.864
06/16/2015 0400,-0.1,3450.415,969.714
06/16/2015 0415,-0.1,3436.7439999999997,956.2909999999999
06/16/2015 0430,-0.1,3415.2029999999995,958.7529999999999
06/16/2015 0445,-0.1,3405.348,975.1179999999999
06/16/2015 0500,-0.1,3431.65,976.338
06/16/2015 0515,-0.1,3507.4389999999994,986.503
06/16/2015 0530,-0.1,3522.978,998.8119999999999
06/16/2015 0545,-0.1,3557.226,1003.922
06/16/2015 0600,-0.1,3650.864,1020.8810000000001
06/16/2015 0615,-0.1,3710.7470000000003,1054.0500000000002
06/16/2015 0630,15.79098969259382,3786.068000000001,1080.0810000000001
06/16/2015 0645,26.85867316625683,3847.5600000000004,1100.228
06/16/2015 0700,36.9109938280941,3923.764,1133.0680000000002
06/16/2015 0715,59.28659995017754,3983.168,1168.0639999999999
06/16/2015 0730,95.8686960167008,4043.517,1195.937
06/16/2015 0745,145.28440898397287,4032.8540000000003,1230.325
06/16/2015 0800,204.35538329196828,4072.891,1288.836
06/16/2015 0815,269.4628599117126,4099.224999999999,1329.9340000000002
06/16/2015 0830,337.3452654881398,4141.089,1359.395
06/16/2015 0845,405.4367662873332,4221.88,1387.2040000000002
06/16/2015 0900,471.926139705525,4295.450000000001,1433.3290000000002
06/16/2015 0915,535.6694703542765,4355.946,1475.693
06/16/2015 0930,596.0400272301844,4466.763,1505.1219999999998
06/16/2015 0945,652.7641780949264,4563.098,1555.58
06/16/2015 1000,705.7707725793584,4641.378999999999,1600.1879999999999
06/16/2015 1015,755.0685656994702,4804.102,1662.6
06/16/2015 1030,800.6583093079145,4933.653,1701.705
06/16/2015 1045,842.4810764992161,5107.024,1749.413
06/16/2015 1100,880.4011803258003,5272.5109999999995,1776.8729999999998
06/16/2015 1115,914.219813197336,5405.661,1832.2600000000002
06/16/2015 1130,943.7138909723386,5637.152,1857.196
06/16/2015 1145,968.6933084020277,5780.533,1918.895
06/16/2015 1200,989.0681897188634,5999.448000000001,1966.3540000000003
06/16/2015 1215,1004.91465221103,6214.591,2016.9739999999997
06/16/2015 1230,1016.5204249592201,6384.105000000001,2050.159
06/16/2015 1245,1024.3741063278114,6580.883,2100.2960000000003
06/16/2015 1300,1029.029490063228,6778.935000000001,2151.138
06/16/2015 1315,1030.8013418621235,6874.556,2168.435
06/16/2015 1330,1029.6277465357612,6939.12,2177.612
06/16/2015 1345,1025.5057837120673,7060.561000000001,2236.11
06/16/2015 1400,1018.4441141113884,7251.044999999999,2267.119
06/16/2015 1415,1008.062465897199,7385.148000000001,2306.098
06/16/2015 1430,993.781160164208,7566.621000000001,2343.415
06/16/2015 1445,975.1116336576655,7754.8279999999995,2360.16
06/16/2015 1500,951.7727527086789,7948.736999999999,2384.926
06/16/2015 1515,923.6909109936034,8118.8330000000005,2407.263
06/16/2015 1530,890.9495937198212,8289.0,2456.4040000000005
06/16/2015 1545,853.722315236382,8459.702,2512.405
06/16/2015 1600,812.2067862683795,8691.422,2530.318
06/16/2015 1615,766.5716527699589,8854.903999999999,2554.361
06/16/2015 1630,716.9244546429047,8987.185,2566.962
06/16/2015 1645,663.308099026256,9121.646,2567.2670000000003
06/16/2015 1700,605.73189030472,9332.775,2571.018
06/16/2015 1715,544.2415868155596,9448.246000000001,2546.37
06/16/2015 1730,479.0306242741456,9438.849000000002,2544.901
06/16/2015 1745,410.5905931991863,9477.851,2534.1459999999997
06/16/2015 1800,339.8919920469757,9496.776,2529.186
06/16/2015 1815,268.5732835010558,9497.585,2515.441
06/16/2015 1830,199.09128092287887,9474.256000000001,2468.1310000000003
06/16/2015 1845,134.73878977046928,9381.376,2449.597
06/16/2015 1900,79.35432422441546,9281.851999999999,2407.2709999999997
06/16/2015 1915,36.455839961159555,9155.969000000001,2357.4320000000002
06/16/2015 1930,-0.1,9011.881,2319.196
06/16/2015 1945,-0.1,8882.81,2331.3900000000003
06/16/2015 2000,-0.1,8869.816,2295.852
06/16/2015 2015,-0.1,8888.196999999998,2299.869
06/16/2015 2030,-0.1,8914.276,2305.916
06/16/2015 2045,-0.1,8896.478,2266.154
06/16/2015 2100,-0.1,8846.214999999998,2246.7839999999997
06/16/2015 2115,-0.1,8711.944,2214.686
06/16/2015 2130,-0.1,8566.586,2160.222
06/16/2015 2145,-0.1,8316.863000000001,2119.33
06/16/2015 2200,-0.1,8069.256,2062.391
06/16/2015 2215,-0.1,7782.732,1982.895
06/16/2015 2230,-0.1,7422.429,1903.735
06/16/2015 2245,-0.1,7091.266,1821.2109999999998
06/16/2015 2300,-0.1,6752.058000000001,1745.7709999999997
06/16/2015 2315,-0.1,6441.919,1671.8890000000001
06/16/2015 2330,-0.1,6105.602,1586.647
06/16/2015 2345,-0.1,5819.857,1518.879
06/17/2015 0000,-0.1,0.0,0.0
06/17/2015 0015,-0.1,0.0,0.0
06/17/2015 0030,-0.1,0.0,0.0
06/17/2015 0045,-0.1,4803.9580000000005,1365.909
06/17/2015 0100,-0.1,4619.867,1312.6999999999998
06/17/2015 0115,-0.1,4449.572,1275.58
06/17/2015 0130,-0.1,4278.388999999999,1226.4589999999998
06/17/2015 0145,-0.1,4147.704000000001,1200.2849999999999
06/17/2015 0200,-0.1,4040.1249999999995,1174.9389999999999
06/17/2015 0215,-0.1,3945.381,1151.9470000000001
06/17/2015 0230,-0.1,3851.4120000000003,1131.223
06/17/2015 0245,-0.1,3767.4390000000003,1103.58
06/17/2015 0300,-0.1,3712.24,1097.7649999999999
06/17/2015 0315,-0.1,3646.4759999999997,1073.223
06/17/2015 0330,-0.1,3590.5699999999997,1064.844
